Date,Channel,Username,Message,Tag_owner,Cleanest_message,clean_message_duplicates
2021-09-14 18:00:59,greekgodx ,trenchlol,NO music Sadge,0,no music sadg,NO music Sadge
2021-09-14 18:01:00,greekgodx ,intfanis,FeelsGoodMan Clap LOUDER FeelsGoodMan Clap LOUDER FeelsGoodMan Clap LOUDER,0,feelsgoodman clap louder feelsgoodman clap louder feelsgoodman clap louder,FeelsGoodMan Clap LOUDER
2021-09-14 18:01:00,greekgodx ,steeiocean,FeelsGoodMan,0,feelsgoodman,FeelsGoodMan
2021-09-14 18:01:00,greekgodx ,rarewomanocry,FeelsGoodMan,0,feelsgoodman,FeelsGoodMan
2021-09-14 18:01:00,greekgodx ,wizject,WutFace,0,wutfac,WutFace
2021-09-14 18:01:00,greekgodx ,scropionxking,WAYTOODANK,0,waytoodank,WAYTOODANK
2021-09-14 18:01:01,greekgodx ,icydove700,TRUE LULW,0,true lulw,TRUE LULW
2021-09-14 18:01:01,greekgodx ,nofriendsirl7,FeelsGoodMan  Clap,0,feelsgoodman clap,FeelsGoodMan Clap
2021-09-14 18:01:01,greekgodx ,paxt___,OMEGALUL 󠀀,0,omegalul 󠀀,OMEGALUL 󠀀
2021-09-14 18:01:01,greekgodx ,radulazer,should have got that redbull earlier,0,got redbul earlier,got redbull earlier
2021-09-14 18:01:01,greekgodx ,thereaicoops,FeelsAmazingMan Clap LOUDER FeelsAmazingMan Clap LOUDER FeelsAmazingMan Clap LOUDER FeelsAmazingMan Clap LOUDER FeelsAmazingMan Clap LOUDER FeelsAmazingMan Clap LOUDER,0,feelsamazingman clap louder feelsamazingman clap louder feelsamazingman clap louder feelsamazingman clap louder feelsamazingman clap louder feelsamazingman clap louder,FeelsAmazingMan Clap LOUDER
2021-09-14 18:01:01,greekgodx ,dafuxas,WAYTOODANK Clap WIND,0,waytoodank clap wind,WAYTOODANK Clap WIND
2021-09-14 18:01:01,greekgodx ,ali0who,FeelsGoodMan  Clap,0,feelsgoodman clap,FeelsGoodMan Clap
2021-09-14 18:01:02,greekgodx ,peke__h,FeelsGoodMan,0,feelsgoodman,FeelsGoodMan
2021-09-14 18:01:02,greekgodx ,ngx_echo,WAYTOODANK,0,waytoodank,WAYTOODANK
2021-09-14 18:01:02,greekgodx ,spongspog,dashing_away greekLOUDER Clap dashing_away greekLOUDER Clap dashing_away greekLOUDER Clap dashing_away greekLOUDER Clap dashing_away greekLOUDER Clap,0,dashing_away greekloud clap dashing_away greekloud clap dashing_away greekloud clap dashing_away greekloud clap dashing_away greekloud clap,dashing_away greekLOUDER Clap
2021-09-14 18:01:03,greekgodx ,lucky_2o21_bruvv,WAYTOODANK,0,waytoodank,WAYTOODANK
2021-09-14 18:01:03,greekgodx ,ali0who,FeelsGoodMan Clap,0,feelsgoodman clap,FeelsGoodMan Clap
2021-09-14 18:01:03,greekgodx ,quirah,GO TO IZMIR PagChomp GO TO IZMIR PagChomp GO TO IZMIR PagChomp GO TO IZMIR PagChomp GO TO IZMIR PagChomp,0,go to izmir pagchomp go to izmir pagchomp go to izmir pagchomp go to izmir pagchomp go to izmir pagchomp,GO TO IZMIR PagChomp
2021-09-14 18:01:03,greekgodx ,matt_man,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:04,greekgodx ,cleverdew,FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap,0,feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap,FeelsGoodMan Clap
2021-09-14 18:01:04,greekgodx ,kincfg,Pepega duDudu,0,pepega dududu,Pepega duDudu
2021-09-14 18:01:04,greekgodx ,pepejaa,FeelsGoodMan Clap,0,feelsgoodman clap,FeelsGoodMan Clap
2021-09-14 18:01:04,greekgodx ,venmann,WAYTOODANK,0,waytoodank,WAYTOODANK
2021-09-14 18:01:06,greekgodx ,mrlolsss,LULW,0,lulw,LULW
2021-09-14 18:01:06,greekgodx ,quirah,GO TO IZMIR PagChomp GO TO IZMIR PagChomp GO TO IZMIR PagChomp GO TO IZMIR PagChomp GO TO IZMIR PagChomp GO TO IZMIR PagChomp,0,go to izmir pagchomp go to izmir pagchomp go to izmir pagchomp go to izmir pagchomp go to izmir pagchomp go to izmir pagchomp,GO TO IZMIR PagChomp
2021-09-14 18:01:07,greekgodx ,ninou2,Wind BatChest  i hecking love it,0,wind batchest heck love,Wind BatChest hecking love
2021-09-14 18:01:07,greekgodx ,seansmellsgood,tyler one?,0,tyler one?,tyler one?
2021-09-14 18:01:07,greekgodx ,nuundavid95,WutFace WutFace,0,wutfac wutfac,WutFace
2021-09-14 18:01:07,greekgodx ,aquagazm,peepoSad,0,peeposad,peepoSad
2021-09-14 18:01:08,greekgodx ,dz69420,sounds like a tarp blowing in the wind,0,sound like tarp blow wind,sounds like tarp blowing wind
2021-09-14 18:01:08,greekgodx ,buckslayr91,WutFace,0,wutfac,WutFace
2021-09-14 18:01:08,greekgodx ,kenzxt,WAYTOODANK,0,waytoodank,WAYTOODANK
2021-09-14 18:01:08,greekgodx ,zedykku,peepoSad,0,peeposad,peepoSad
2021-09-14 18:01:08,greekgodx ,xfookmesillyx,LOAD AND CLEAR BRO,0,load and clear bro,LOAD AND CLEAR BRO
2021-09-14 18:01:08,greekgodx ,comitas,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:09,greekgodx ,beardmonkeyqc,FeelsGoodMan Clap,0,feelsgoodman clap,FeelsGoodMan Clap
2021-09-14 18:01:09,greekgodx ,coolest_monkey_7,LULW,0,lulw,LULW
2021-09-14 18:01:09,greekgodx ,kingslenderr,WAYTOODANK,0,waytoodank,WAYTOODANK
2021-09-14 18:01:09,greekgodx ,atonapi,widepeepoSad my ears,0,widepeeposad ear,widepeepoSad ears
2021-09-14 18:01:09,greekgodx ,majik,leg workout FeelsGoodMan Clap,0,leg workout feelsgoodman clap,leg workout FeelsGoodMan Clap
2021-09-14 18:01:09,greekgodx ,savvy_8,peepoSad,0,peeposad,peepoSad
2021-09-14 18:01:10,greekgodx ,erixp,good luck going against the wind PepeLaugh,0,good luck go wind pepelaugh,good luck going wind PepeLaugh
2021-09-14 18:01:11,greekgodx ,alrycath,FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap,0,feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap,FeelsGoodMan Clap
2021-09-14 18:01:11,greekgodx ,shaolindreams,WAYTOODANK,0,waytoodank,WAYTOODANK
2021-09-14 18:01:11,greekgodx ,pepejaa,FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap,0,feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap,FeelsGoodMan Clap
2021-09-14 18:01:11,greekgodx ,lordisaac_,SO BAD OMEGALUL,0,so bad omegalul,SO BAD OMEGALUL
2021-09-14 18:01:12,greekgodx ,forspls,SWIM LULW,0,swim lulw,SWIM LULW
2021-09-14 18:01:12,greekgodx ,thenish09,@Greekgodx louder PagMan,0,@greekgodx louder pagman,@Greekgodx louder PagMan
2021-09-14 18:01:12,greekgodx ,aayanfz,louder Kreygasm louder Kreygasm,0,louder kreygasm louder kreygasm,louder Kreygasm
2021-09-14 18:01:12,greekgodx ,chronicle69,BabyRage OMEGALUL,0,babyrag omegalul,BabyRage OMEGALUL
2021-09-14 18:01:13,greekgodx ,ezioflorence,goe hoeemee,0,goe hoeeme,goe hoeemee
2021-09-14 18:01:13,greekgodx ,vgoldenhour,like guns firing,0,like gun fire,like guns firing
2021-09-14 18:01:13,greekgodx ,wizject,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:14,greekgodx ,silovo,MAN UP Greeking,0,man up greek,MAN UP Greeking
2021-09-14 18:01:14,greekgodx ,dcoytv,greekLOUDER Clap,0,greekloud clap,greekLOUDER Clap
2021-09-14 18:01:14,greekgodx ,mezerx,LUL,0,lul,LUL
2021-09-14 18:01:14,greekgodx ,alrycath,FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap,0,feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap,FeelsGoodMan Clap
2021-09-14 18:01:15,greekgodx ,theofficialaeith,speech BibleThump,0,speech biblethump,speech BibleThump
2021-09-14 18:01:15,greekgodx ,comitas,OMEGALUL WTF ARE YOU DOING,0,omegalul wtf are you do,OMEGALUL WTF ARE YOU DOING
2021-09-14 18:01:16,greekgodx ,crazykingxx,BibleThump BabyRage BibleThump BabyRage BibleThump BabyRage BibleThump BabyRage BibleThump BabyRage BibleThump BabyRage,0,biblethump babyrag biblethump babyrag biblethump babyrag biblethump babyrag biblethump babyrag biblethump babyrag,BibleThump BabyRage
2021-09-14 18:01:18,greekgodx ,skrencioch,Sadge,0,sadg,Sadge
2021-09-14 18:01:19,greekgodx ,emil0625,@Greekgodx come to albania,0,@greekgodx come albania,@Greekgodx come albania
2021-09-14 18:01:19,greekgodx ,mindshape,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:19,greekgodx ,beardmonkeyqc,FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap FeelsGoodMan Clap,0,feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap feelsgoodman clap,FeelsGoodMan Clap
2021-09-14 18:01:19,greekgodx ,exiledxinsanity,Id kick your ass,0,id kick ass,Id kick ass
2021-09-14 18:01:19,greekgodx ,dannystylez424,PogU,0,pogu,PogU
2021-09-14 18:01:19,greekgodx ,crazypilot420,STRANDED DEEP STREAM,0,strand deep stream,STRANDED DEEP STREAM
2021-09-14 18:01:19,greekgodx ,xfookmesillyx,SIGN MY PENIS,0,sign my peni,SIGN MY PENIS
2021-09-14 18:01:19,greekgodx ,rateliff,PogU,0,pogu,PogU
2021-09-14 18:01:21,greekgodx ,tyj777,LULW,0,lulw,LULW
2021-09-14 18:01:21,greekgodx ,elizrush,greek where is the dock?,0,greek dock?,greek dock?
2021-09-14 18:01:22,greekgodx ,yg_hammer,did you try putting ti in rice?,0,tri put ti rice?,try putting ti rice?
2021-09-14 18:01:22,greekgodx ,barca_mafia,BOOBA,0,booba,BOOBA
2021-09-14 18:01:22,greekgodx ,josuke_pog,D WTF,0,d wtf,D WTF
2021-09-14 18:01:22,greekgodx ,biggerbranch,man up soy,0,man soy,man soy
2021-09-14 18:01:23,greekgodx ,damlybe,emoneyCry waaah waaah waah,0,emoneycri waaah waaah waah,emoneyCry waaah waah
2021-09-14 18:01:23,greekgodx ,boozool,stop being a baby,0,stop babi,stop baby
2021-09-14 18:01:24,greekgodx ,thereaicoops,FeelsGoodMan Clap TURN IT UP FeelsGoodMan Clap TURN IT UP FeelsGoodMan Clap TURN IT UP FeelsGoodMan Clap TURN IT UP FeelsGoodMan Clap TURN IT UP,0,feelsgoodman clap turn it up feelsgoodman clap turn it up feelsgoodman clap turn it up feelsgoodman clap turn it up feelsgoodman clap turn it up,FeelsGoodMan Clap TURN IT UP
2021-09-14 18:01:24,greekgodx ,fletchdawg,peepoSad,0,peeposad,peepoSad
2021-09-14 18:01:24,greekgodx ,tacticalpew,:dashing_away: Jammies :dashing_away:,0,:dashing_away: jammi :dashing_away:,:dashing_away: Jammies
2021-09-14 18:01:25,greekgodx ,futsunoningen,thats how leg days are PepeLaugh,0,that leg day pepelaugh,thats leg days PepeLaugh
2021-09-14 18:01:25,greekgodx ,majik,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:25,greekgodx ,ninou2,xqcAbdul juicer rise,0,xqcabdul juicer rise,xqcAbdul juicer rise
2021-09-14 18:01:25,greekgodx ,buckslayr91,IT WAS YOUR IDEA,0,it wa your idea,IT WAS YOUR IDEA
2021-09-14 18:01:26,greekgodx ,beewalk,pretty fun for us LUL,0,pretti fun us lul,pretty fun us LUL
2021-09-14 18:01:26,greekgodx ,stenny22,wat are you doing mate,0,wat mate,wat mate
2021-09-14 18:01:26,greekgodx ,vitacrown,Sadge,0,sadg,Sadge
2021-09-14 18:01:26,greekgodx ,silovo,CHICKEN LEGS OMEGALUL,0,chicken leg omegalul,CHICKEN LEGS OMEGALUL
2021-09-14 18:01:27,greekgodx ,arcticxiii,jump into the water,0,jump water,jump water
2021-09-14 18:01:27,greekgodx ,shaolindreams,he said in the morning LULW,0,said morn lulw,said morning LULW
2021-09-14 18:01:27,greekgodx ,jupacek,SWIM  WITHOUT THE BOAT,0,swim without the boat,SWIM WITHOUT THE BOAT
2021-09-14 18:01:28,greekgodx ,intfanis,PogU tomorrow,0,pogu tomorrow,PogU tomorrow
2021-09-14 18:01:29,greekgodx ,haj_oon,where is he even going LULW,0,even go lulw,even going LULW
2021-09-14 18:01:29,greekgodx ,wiggleguy,deth GachiPls,0,deth gachipl,deth GachiPls
2021-09-14 18:01:29,greekgodx ,fletchdawg,LULW,0,lulw,LULW
2021-09-14 18:01:30,greekgodx ,travinatorog,GET TO SWIMMIN THEN BOI,0,get to swimmin then boi,GET TO SWIMMIN THEN BOI
2021-09-14 18:01:31,greekgodx ,bnicerguy,@Greekgodx u good bro?,0,@greekgodx u good bro?,@Greekgodx u good bro?
2021-09-14 18:01:32,greekgodx ,hypn0tz,enjoy the experience PogO,0,enjoy experi pogo,enjoy experience PogO
2021-09-14 18:01:32,greekgodx ,wizject,tomorrow monkaW,0,tomorrow monkaw,tomorrow monkaW
2021-09-14 18:01:32,greekgodx ,beeristhedevil,LUL,0,lul,LUL
2021-09-14 18:01:33,greekgodx ,boomercd,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:33,greekgodx ,zoraxx06,just sit the camera and paddle that shite,0,sit camera paddl shite,sit camera paddle shite
2021-09-14 18:01:33,greekgodx ,forspls,LULW,0,lulw,LULW
2021-09-14 18:01:33,greekgodx ,4_the_lolman,Greek blast those quads,0,greek blast quad,Greek blast quads
2021-09-14 18:01:33,greekgodx ,dannystylez424,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:34,greekgodx ,melle1010,@Greekgodx HAVE A INSPIRATIONAL TALK PogU,0,@greekgodx have a inspir talk pogu,@Greekgodx HAVE A INSPIRATIONAL TALK PogU
2021-09-14 18:01:35,greekgodx ,bambooozeld,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:35,greekgodx ,macstr0yer,LULW,0,lulw,LULW
2021-09-14 18:01:36,greekgodx ,beardmonkeyqc,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:36,greekgodx ,bluewolfturtle,do it Kreygasm,0,kreygasm,Kreygasm
2021-09-14 18:01:37,greekgodx ,skrencioch,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:37,greekgodx ,xotic87,OMEGALUL OMEGALUL,0,omegalul omegalul,OMEGALUL
2021-09-14 18:01:37,greekgodx ,bnicerguy,LUL,0,lul,LUL
2021-09-14 18:01:38,greekgodx ,calciozy,Acting Fake,0,act fake,Acting Fake
2021-09-14 18:01:38,greekgodx ,josuke_pog,BOOBA I WILL,0,booba i will,BOOBA I WILL
2021-09-14 18:01:38,greekgodx ,xfookmesillyx,HAHAHAHA YESSS,0,hahahaha yesss,HAHAHAHA YESSS
2021-09-14 18:01:38,greekgodx ,ali0who,gachiAPPROVE SIGN MINE TOO,0,gachiapprov sign mine too,gachiAPPROVE SIGN MINE TOO
2021-09-14 18:01:39,greekgodx ,biggerbranch,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:39,greekgodx ,lordisaac_,SIGN IT gachiAPPROVE   SIGN IT gachiAPPROVE   SIGN IT gachiAPPROVE   SIGN IT gachiAPPROVE   SIGN IT gachiAPPROVE   SIGN IT gachiAPPROVE,0,sign it gachiapprov sign it gachiapprov sign it gachiapprov sign it gachiapprov sign it gachiapprov sign it gachiapprov,SIGN IT gachiAPPROVE
2021-09-14 18:01:39,greekgodx ,boozool,take clothes off,0,take cloth,take clothes
2021-09-14 18:01:39,greekgodx ,nanachunk,4WeirdW sign it,0,4weirdw sign,4WeirdW sign
2021-09-14 18:01:40,greekgodx ,trenchlol,MUSIC ?? ratJAM,0,music ?? ratjam,MUSIC ?? ratJAM
2021-09-14 18:01:40,greekgodx ,crazypilot420,NICE SURVIVAL GAME,0,nice surviv game,NICE SURVIVAL GAME
2021-09-14 18:01:40,greekgodx ,birdsseye,SIGN IT 4WeirdW,0,sign it 4weirdw,SIGN IT 4WeirdW
2021-09-14 18:01:40,greekgodx ,dreammistm,man I missed you FeelsStrongMan man I missed you FeelsStrongMan man I missed you FeelsStrongMan,0,man i miss feelsstrongman man i miss feelsstrongman man i miss feelsstrongman,man I missed FeelsStrongMan
2021-09-14 18:01:41,greekgodx ,true_lulw,PeepoComfy IM IN THE WARM,0,peepocomfi im in the warm,PeepoComfy IM IN THE WARM
2021-09-14 18:01:41,greekgodx ,gabenator,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:41,greekgodx ,peke__h,why not LULW,0,lulw,LULW
2021-09-14 18:01:42,greekgodx ,fletchdawg,gachiAPPROVE sign it,0,gachiapprov sign,gachiAPPROVE sign
2021-09-14 18:01:43,greekgodx ,ali0who,gachiAPPROVE  SIGN MINE TOO,0,gachiapprov sign mine too,gachiAPPROVE SIGN MINE TOO
2021-09-14 18:01:43,greekgodx ,mord33,LUL,0,lul,LUL
2021-09-14 18:01:45,greekgodx ,lordisaac_,SIGN IT gachiAPPROVE   SIGN IT gachiAPPROVE   SIGN IT gachiAPPROVE   SIGN IT gachiAPPROVE   SIGN IT gachiAPPROVE   SIGN IT gachiAPPROVE   SIGN IT gachiAPPROVE   SIGN IT gachiAPPROVE,0,sign it gachiapprov sign it gachiapprov sign it gachiapprov sign it gachiapprov sign it gachiapprov sign it gachiapprov sign it gachiapprov sign it gachiapprov,SIGN IT gachiAPPROVE
2021-09-14 18:01:45,greekgodx ,richkkonasavage93,@ctyjr jonzheSOCIETY jonzheKEK jonzheLASER jonzheLASER jonzheLASER jonzheLASER jonzheKEK jonzheKEK jonzheKEK,0,@ctyjr jonzhesocieti jonzhekek jonzhelas jonzhelas jonzhelas jonzhelas jonzhekek jonzhekek jonzhekek,@ctyjr jonzheSOCIETY jonzheKEK jonzheLASER
2021-09-14 18:01:46,greekgodx ,themuleus,monkaW,0,monkaw,monkaW
2021-09-14 18:01:46,greekgodx ,dcoytv,monkaS,0,monka,monkaS
2021-09-14 18:01:46,greekgodx ,rarewomanocry,FeelsGoodMan,0,feelsgoodman,FeelsGoodMan
2021-09-14 18:01:47,greekgodx ,aayanfz,Kreygasm,0,kreygasm,Kreygasm
2021-09-14 18:01:47,greekgodx ,comitas,monkaW,0,monkaw,monkaW
2021-09-14 18:01:48,greekgodx ,stan_man99,MY FUCKING EARS,0,my fuck ear,MY FUCKING EARS
2021-09-14 18:01:48,greekgodx ,majik,monkaW,0,monkaw,monkaW
2021-09-14 18:01:48,greekgodx ,shaolindreams,monkaW,0,monkaw,monkaW
2021-09-14 18:01:49,greekgodx ,thebreller,pee on it 4Weird,0,pee 4weird,pee 4Weird
2021-09-14 18:01:49,greekgodx ,intfanis,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:01:49,greekgodx ,ogjuicegoose,wind,0,wind,wind
2021-09-14 18:01:49,greekgodx ,sirwaddleton,monkaW,0,monkaw,monkaW
2021-09-14 18:01:50,greekgodx ,erixp,monkaW,0,monkaw,monkaW
2021-09-14 18:01:50,greekgodx ,hannes___________,monkaW,0,monkaw,monkaW
2021-09-14 18:01:50,greekgodx ,krazyff,monkaW,0,monkaw,monkaW
2021-09-14 18:01:50,greekgodx ,tacticalpew,sigh my kidney POGGERS,0,sigh kidney pogger,sigh kidney POGGERS
2021-09-14 18:01:50,greekgodx ,pogfulwow,Shark about to eat,0,shark eat,Shark eat
2021-09-14 18:01:51,greekgodx ,comitas,monkaW OMG,0,monkaw omg,monkaW OMG
2021-09-14 18:01:52,greekgodx ,beastbloodgr,monkaW,0,monkaw,monkaW
2021-09-14 18:01:54,greekgodx ,roeltjaa,sign his dick 4WeirdW,0,sign dick 4weirdw,sign dick 4WeirdW
2021-09-14 18:01:54,greekgodx ,alrycath,R) hijack some boats,0,r) hijack boat,R) hijack boats
2021-09-14 18:01:54,greekgodx ,abnormaleu,paranoid peter LULW,0,paranoid peter lulw,paranoid peter LULW
2021-09-14 18:01:55,greekgodx ,dz69420,bruv calm tf down,0,bruv calm tf,bruv calm tf
2021-09-14 18:01:55,greekgodx ,ninou2,Kraken comming monkaW,0,kraken com monkaw,Kraken comming monkaW
2021-09-14 18:01:55,greekgodx ,liku47,monkaW,0,monkaw,monkaW
2021-09-14 18:01:55,greekgodx ,fr4mpz,shark underneath,0,shark underneath,shark underneath
2021-09-14 18:01:55,greekgodx ,mindshape,monkaW,0,monkaw,monkaW
2021-09-14 18:01:55,greekgodx ,wizject,monkaW,0,monkaw,monkaW
2021-09-14 18:01:56,greekgodx ,flamehotsoda,monkaW SINKING,0,monkaw sink,monkaW SINKING
2021-09-14 18:01:56,greekgodx ,jayblesz,"BRO, ITS BECAUSE OF THE WIND @Greekgodx",0,"bro, it becaus of the wind @greekgodx","BRO, ITS BECAUSE OF THE WIND @Greekgodx"
2021-09-14 18:01:57,greekgodx ,theofficialaeith,speech gwonk,0,speech gwonk,speech gwonk
2021-09-14 18:01:57,greekgodx ,prodbydt94,monkaW the current,0,monkaw current,monkaW current
2021-09-14 18:01:58,greekgodx ,dafuxas,4Head just pedal mate,0,4head pedal mate,4Head pedal mate
2021-09-14 18:01:59,greekgodx ,mrherrington,yo greek sign my steam profile before you die,0,yo greek sign steam profil die,yo greek sign steam profile die
2021-09-14 18:01:59,greekgodx ,kenzxt,JUST SWIM 4Head,0,just swim 4head,JUST SWIM 4Head
2021-09-14 18:01:59,greekgodx ,singeddesign,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:02:00,greekgodx ,bigmanwiththebigwam,going out to sea,0,go sea,going sea
2021-09-14 18:02:00,greekgodx ,leeqox,Alarm TURN  UP YOUR PHONE VOLUME Alarm,0,alarm turn up your phone volum alarm,Alarm TURN UP YOUR PHONE VOLUME
2021-09-14 18:02:01,greekgodx ,leeqox,Alarm TURN  UP YOUR PHONE VOLUME Alarm,0,alarm turn up your phone volum alarm,Alarm TURN UP YOUR PHONE VOLUME
2021-09-14 18:02:01,greekgodx ,biggerbranch,Stop acting fake,0,stop act fake,Stop acting fake
2021-09-14 18:02:03,greekgodx ,lordisaac_,-1 BRO WeirdChamp,0,-1 bro weirdchamp,-1 BRO WeirdChamp
2021-09-14 18:02:03,greekgodx ,ali0who,forsenRP -1,0,forsenrp -1,forsenRP -1
2021-09-14 18:02:03,greekgodx ,4_the_lolman,greek i have a favor can u say a prayer for me ? Please i need blessings rn,0,greek favor u say prayer ? pleas need bless rn,greek favor u say prayer ? Please need blessings rn
2021-09-14 18:02:04,greekgodx ,ogjuicegoose,Sign my aaassssss,0,sign aaassssss,Sign aaassssss
2021-09-14 18:02:04,greekgodx ,zedykku,monkaW,0,monkaw,monkaW
2021-09-14 18:02:04,greekgodx ,wiggleguy,4WeirdW suck his dick,0,4weirdw suck dick,4WeirdW suck dick
2021-09-14 18:02:04,greekgodx ,opprimobs,monkaW the hippocampus is coming,0,monkaw hippocampu come,monkaW hippocampus coming
2021-09-14 18:02:04,greekgodx ,idkmala,rp only stream +1,0,rp stream +1,rp stream +1
2021-09-14 18:02:05,greekgodx ,amphibioustiger42,water snakes,0,water snake,water snakes
2021-09-14 18:02:05,greekgodx ,intfanis,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:02:05,greekgodx ,logout11,@ninou2 amiloDog,0,@ninou2 amilodog,@ninou2 amiloDog
2021-09-14 18:02:05,greekgodx ,boozool,docLeave 󠀀,0,docleav 󠀀,docLeave 󠀀
2021-09-14 18:02:05,greekgodx ,lemonhaze69,cringe rp ?,0,cring rp ?,cringe rp ?
2021-09-14 18:02:05,greekgodx ,rs3isbetterree,abdulP abdulRP,0,abdulp abdulrp,abdulP abdulRP
2021-09-14 18:02:05,greekgodx ,boomercd,docLeave ok,0,docleav ok,docLeave ok
2021-09-14 18:02:05,greekgodx ,ali0who,forsenRP  -1,0,forsenrp -1,forsenRP -1
2021-09-14 18:02:06,greekgodx ,yolobrudi,stream sniper sharks monkaW,0,stream sniper shark monkaw,stream sniper sharks monkaW
2021-09-14 18:02:06,greekgodx ,ninou2,xqcAbdul   xqcAbdul   xqcAbdul   xqcAbdul   xqcAbdul   xqcAbdul  rise juicers,0,xqcabdul xqcabdul xqcabdul xqcabdul xqcabdul xqcabdul rise juicer,xqcAbdul rise juicers
2021-09-14 18:02:06,greekgodx ,lordisaac_,-1 BRO WeirdChamp  ,0,-1 bro weirdchamp,-1 BRO WeirdChamp
2021-09-14 18:02:06,greekgodx ,jaa_08,rock the boat,0,rock boat,rock boat
2021-09-14 18:02:06,greekgodx ,paxt___,R) INVADE TURKEY,0,r) invad turkey,R) INVADE TURKEY
2021-09-14 18:02:07,greekgodx ,cyr9,monkaW SINKING,0,monkaw sink,monkaW SINKING
2021-09-14 18:02:08,greekgodx ,pogchampagner,Just walk to the coast OMEGALUL,0,just walk coast omegalul,Just walk coast OMEGALUL
2021-09-14 18:02:09,greekgodx ,reggiekool,hard -1 for us boys,0,hard -1 us boy,hard -1 us boys
2021-09-14 18:02:09,greekgodx ,horusbased1,be safe bruh,0,safe bruh,safe bruh
2021-09-14 18:02:09,greekgodx ,dreammistm,monkaW -1,0,monkaw -1,monkaW -1
2021-09-14 18:02:09,greekgodx ,dafuxas,PogU NO WIND,0,pogu no wind,PogU NO WIND
2021-09-14 18:02:09,greekgodx ,travinatorog,- 1 for me Sadge,0,- 1 sadg,- 1 Sadge
2021-09-14 18:02:10,greekgodx ,hannes___________,-1 WeirdChamp,0,-1 weirdchamp,-1 WeirdChamp
2021-09-14 18:02:10,greekgodx ,desive,shark monkaW,0,shark monkaw,shark monkaW
2021-09-14 18:02:11,greekgodx ,beeristhedevil,-1 boys,0,-1 boy,-1 boys
2021-09-14 18:02:11,greekgodx ,umoddbro,RP STREAMER,0,rp streamer,RP STREAMER
2021-09-14 18:02:11,greekgodx ,dopiegg,oh okay so you're just acting this way?,0,oh okay act way?,oh okay acting way?
2021-09-14 18:02:12,greekgodx ,ant__k,WutFace,0,wutfac,WutFace
2021-09-14 18:02:12,greekgodx ,hannes___________,-1  WeirdChamp,0,-1 weirdchamp,-1 WeirdChamp
2021-09-14 18:02:12,greekgodx ,peepo_laugh,monkaS ok,0,monka ok,monkaS ok
2021-09-14 18:02:13,greekgodx ,spartakush57,ACTION cums,0,action cums,ACTION cums
2021-09-14 18:02:13,greekgodx ,zoraxx06,ok sorry sir,0,ok sorri sir,ok sorry sir
2021-09-14 18:02:14,greekgodx ,i_am_nab,pokeG -1,0,pokeg -1,pokeG -1
