Date,Channel,Username,Message,Tag_owner,Cleanest_message,scores,comp_score,sentiment
14/09/2021 17:51,greekgodx ,mustfax19,Pepega,0,Pepega,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,exiledxinsanity,v tec kicked in Pog,0,pog,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,leeqox,Alarm turn up the volume Alarm,0,alarm,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",-0.34,negative
14/09/2021 17:51,greekgodx ,adamev1,Pepega Clap,0,Pepega Clap,"{'neg': 0.571, 'neu': 0.0, 'pos': 0.429, 'compound': -0.25}",-0.25,negative
14/09/2021 17:51,greekgodx ,spr1nt3r,THE INSANE SAILOR monkaS,0,monkaS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
14/09/2021 17:51,greekgodx ,badmindsetabuser,go left bitch,0,bitch,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5859}",-0.5859,negative
14/09/2021 17:51,greekgodx ,futsunoningen,actually working out does legs PogU,0,PogU,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}",0.7184,positive
14/09/2021 17:51,greekgodx ,mrdude90,SMOrc Clap,0,more Clap,"{'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.5095}",0.5095,positive
14/09/2021 17:51,greekgodx ,dihomer,PogU TURNING,0,PogU,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}",0.7184,positive
14/09/2021 17:51,greekgodx ,fluxenis,Pepega make the noise for speed boost,0,Pepega boost,"{'neg': 0.597, 'neu': 0.0, 'pos': 0.403, 'compound': -0.3182}",-0.3182,negative
14/09/2021 17:51,greekgodx ,scropionxking,Pepega,0,Pepega,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,stanmeister,HELP monkaW,0,help monkaW,"{'neg': 0.597, 'neu': 0.0, 'pos': 0.403, 'compound': -0.3182}",-0.3182,negative
14/09/2021 17:51,greekgodx ,mrlolsss,LULW,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,fletchdawg,peepoSad,0,peepoSad,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",-0.4588,negative
14/09/2021 17:51,greekgodx ,zjavbxj06,PogU ?,0,PogU,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}",0.7184,positive
14/09/2021 17:51,greekgodx ,gianfrishow,Sadge not pretending,0,Sadge pretend,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7506}",-0.7506,negative
14/09/2021 17:51,greekgodx ,swampy01633,I love this Greek you are the best on twitch no kapp,0,love best,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.8555}",0.8555,positive
14/09/2021 17:51,greekgodx ,sarah_kittykat,literally leaving Greece OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,sark3585,monkaW COLLISION COURSE,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,ivanfunny8,WTF IS WRONG WITH YOU OMEGALUL,0,wif wrong OMEGALUL,"{'neg': 0.396, 'neu': 0.128, 'pos': 0.477, 'compound': 0.1613}",0.1613,positive
14/09/2021 17:51,greekgodx ,blessedoff33,ok dud,0,ok dud,"{'neg': 0.476, 'neu': 0.0, 'pos': 0.524, 'compound': 0.0516}",0.0516,positive
14/09/2021 17:51,greekgodx ,seanzn,monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,usdtether,crash inc monka,0,crash,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative
14/09/2021 17:51,greekgodx ,intfanis,peepoSad,0,peepoSad,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",-0.4588,negative
14/09/2021 17:51,greekgodx ,seban___,SMOrc DRIVING A SMALL VW TAXI BOAT SMOrc DRIVING A SMALL VW TAXI BOAT SMOrc DRIVING A SMALL VW TAXI BOAT SMOrc DRIVING A SMALL VW TAXI BOAT,0,more,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
14/09/2021 17:51,greekgodx ,haj_oon,monkaW STEER,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,leeqox,Alarm turn up the volume Alarm,0,alarm,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",-0.34,negative
14/09/2021 17:51,greekgodx ,stanmeister,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,paxt___,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,buckslayr91,Dont drown Grek Sadge,0,drown Sadge,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.8658}",-0.8658,negative
14/09/2021 17:51,greekgodx ,zacke24rj,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,dillydaddlescallywagger,i love when rosh and greek are together,0,love,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",0.6369,positive
14/09/2021 17:51,greekgodx ,elongated_musketeer,LULW,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,olmas973,monkaW GIRLS,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,rayase_,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,fletchdawg,girls DansGame,0,dangan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
14/09/2021 17:51,greekgodx ,travinatorog,STREAM SNIPERS IRL monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,ngx_echo,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,erixp,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,ali0who,LULW,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,vitacrown,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,archichnect,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,fluxenis,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,grazahn1,BOOBA ?,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,ilikejollibee,BOOBA ?,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,i_am_nab,DansGame GIRLS,0,dangan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
14/09/2021 17:51,greekgodx ,dreammistm,TRUEING,0,TRUE,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
14/09/2021 17:51,greekgodx ,sark3585,TRUEING,0,TRUE,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
14/09/2021 17:51,greekgodx ,invert3brat,TRUEING,0,TRUE,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
14/09/2021 17:51,greekgodx ,betweenwas,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,zedykku,LULW,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,superevilfinn,Two girls BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,ant__k,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,starkgaryen1,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,ammoow,LULW,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,gianfrishow,BOOBA ?,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,fletchdawg,girls DansGame girls DansGame girls DansGame girls DansGame girls DansGame,0,dangan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
14/09/2021 17:51,greekgodx ,jamboxp,EZ,0,EZ,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",-0.25,negative
14/09/2021 17:51,greekgodx ,darkight1011,lol its two girls,0,lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
14/09/2021 17:51,greekgodx ,sirwaddleton,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,ali0who,TRUEING,0,TRUE,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
14/09/2021 17:51,greekgodx ,taeroni,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,fluxenis,BOOBA hol up,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,alrycath,LULW,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,elongated_musketeer,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,sarah_kittykat,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,superpiie,TRUEING,0,TRUE,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
14/09/2021 17:51,greekgodx ,invincible_vltrm,TWO ? BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,ggx_goblin,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,weareallhuman,women DansGame,0,dangan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
14/09/2021 17:51,greekgodx ,ant__k,BOOBA 󠀀,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,zedykku,TRUEING,0,TRUE,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
14/09/2021 17:51,greekgodx ,thah4x0r,ugh girls,0,ugh,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
14/09/2021 17:51,greekgodx ,paxt___,BOOBA SPIT GAME,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,feelsokayegman,TRUEING,0,TRUE,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
14/09/2021 17:51,greekgodx ,josuke_pog,DansGame GIRLS,0,dangan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
14/09/2021 17:51,greekgodx ,superevilfinn,BOOBA DATE,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,fartecho,GET BACK monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,elongated_musketeer,GIRLS DansGame,0,dangan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
14/09/2021 17:51,greekgodx ,jamboxp,EZ Go to them EZ Go to them EZ Go to them EZ Go to them EZ Go to them EZ Go to them,0,EZ,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",-0.25,negative
14/09/2021 17:51,greekgodx ,mangokagaan,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,marcfryd,LULW,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,spike_77,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,vloop22,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,cmonbruh_420,TRUEING NVM,0,TRUE,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
14/09/2021 17:51,greekgodx ,vinceng97,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,sark3585,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,paracosmdd,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,ilikejollibee,two BOOBA ?,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,vitacrown,FAKE TAXI PagMan FAKE TAXI PagMan FAKE TAXI PagMan FAKE TAXI PagMan FAKE TAXI PagMan FAKE TAXI PagMan FAKE TAXI PagMan,0,fake,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
14/09/2021 17:51,greekgodx ,mehditelepati07,"steer opposite direction that you want to go : left to right, right to left",0,want,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}",0.0772,positive
14/09/2021 17:51,greekgodx ,superevilfinn,BOOBA SEX,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,barca_mafia,2 ft deep water OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,infinitehype123,Saved,0,save,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,positive
14/09/2021 17:51,greekgodx ,triduum,BOOBA Girls,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,2001_mazda_protege,forsenCD :victory_hand:,0,:victory_hand:,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
14/09/2021 17:51,greekgodx ,lordisaac_,TRUEING,0,TRUE,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
14/09/2021 17:51,greekgodx ,jamboxp,EZ Go to them EZ Go to them EZ Go to them EZ Go to them EZ Go to them EZ Go to them EZ Go to them EZ Go to them EZ Go to them EZ Go to them,0,EZ,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",-0.25,negative
14/09/2021 17:51,greekgodx ,spike_o5,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,betweenwas,EZ,0,EZ,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",-0.25,negative
14/09/2021 17:51,greekgodx ,africanplaya,DansGame TRUEING,0,dangan true,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,positive
14/09/2021 17:51,greekgodx ,huck110,STREAM SNIPERS LUL,0,LUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,invincible_vltrm,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,i_am_nab,DansGame ewwww,0,dangan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
14/09/2021 17:51,greekgodx ,rs3isbetterree,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,leeqox,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,rayase_,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,dannystylez424,LULW,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,superevilfinn,BOOBA SEX TIME,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,nowthatswhaticallkkona,LULW,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,pygmy0,EZ Clap,0,EZ Clap,"{'neg': 0.477, 'neu': 0.0, 'pos': 0.523, 'compound': 0.0688}",0.0688,positive
14/09/2021 17:51,greekgodx ,gianfrishow,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,tk0777,LUL,0,LUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,paxt___,PogU,0,PogU,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}",0.7184,positive
14/09/2021 17:51,greekgodx ,nocapintended,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,wavydelics,stranded at sea OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,sark3585,TwaT,0,twat,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6597}",-0.6597,negative
14/09/2021 17:51,greekgodx ,paxt___,EZ,0,EZ,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",-0.25,negative
14/09/2021 17:51,greekgodx ,erixp,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,gabenator,BOOBA,0,BOOBA,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,positive
14/09/2021 17:51,greekgodx ,ben420_,EZ Clap,0,EZ Clap,"{'neg': 0.477, 'neu': 0.0, 'pos': 0.523, 'compound': 0.0688}",0.0688,positive
14/09/2021 17:51,greekgodx ,stanmeister,monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,saiyang325,WutFace WutFace WutFace,0,WutFace,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
14/09/2021 17:51,greekgodx ,fletchdawg,monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,luketheleftist,OH GOD,0,god,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,positive
14/09/2021 17:51,greekgodx ,mustfax19,LUL,0,LUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,mindshape,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,lucky_2o21_bruvv,Sadge,0,Sadge,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7184}",-0.7184,negative
14/09/2021 17:51,greekgodx ,beeristhedevil,LUL,0,LUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,rapidarc_,monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,nocapintended,monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,travinatorog,monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,solvents,FAKE TAXI PagMan,0,fake,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
14/09/2021 17:51,greekgodx ,fletchdawg,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,kaecilius13,LULW,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,erixp,IDIOT OMEGALUL,0,idiot OMEGALUL,"{'neg': 0.469, 'neu': 0.0, 'pos': 0.531, 'compound': 0.1111}",0.1111,positive
14/09/2021 17:51,greekgodx ,sark3585,monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,rowwwy,Drop some gam e,0,drop,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.2732}",-0.2732,negative
14/09/2021 17:51,greekgodx ,ivanfunny8,EZ HES IN ( Kapp ),0,EZ,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",-0.25,negative
14/09/2021 17:51,greekgodx ,x808,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,wondrous_shoopuf,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,alundz0114,POG DONT CARE,0,pog care,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7351}",0.7351,positive
14/09/2021 17:51,greekgodx ,zacke24rj,monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,spike_77,OMEGALUL,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,lordisaac_,monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,majik,monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,mrdude90,monkaW,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
14/09/2021 17:51,greekgodx ,spike_o5,OMEGALUL 󠀀,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,positive
14/09/2021 17:51,greekgodx ,betweenwas,EZ EZ,0,EZ,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.25}",-0.25,negative
14/09/2021 17:51,greekgodx ,ant__k,m8 pepeMeltdown,0,my,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
14/09/2021 17:51,greekgodx ,fletchdawg,monkaS,0,monkaS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
