,Date,Channel,Username,Message,Tag_owner,Cleanest_message,Scores
79,2023-01-29 00:28:46,xqc ,survivedthislong,you can't cheat this isn't a game,0,cheat,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.357}"
80,2023-01-29 00:28:46,xqc ,parangchamp,aintnoway small ass arms,0,ass,"{'neg': 0.538, 'neu': 0.462, 'pos': 0.0, 'compound': -0.5423}"
81,2023-01-29 00:28:46,xqc ,cremesavor,ez,0,EZ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}"
82,2023-01-29 00:28:47,xqc ,aduckthatrawrs,forsencd w drawing / cheaterforsencd w drawing / cheaterforsencd w drawing / cheaterforsencd w drawing / cheater,0,cheater,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.5423}"
83,2023-01-29 00:28:47,xqc ,vicarun,forsencd :victory_hand: just a lil hint,0,:victory_hand:,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
84,2023-01-29 00:28:48,xqc ,n2s1,chicken wing hands lul,0,hand LUL,"{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.7184}"
85,2023-01-29 00:28:48,xqc ,instant_win,not bad lol,0,bad lol,"{'neg': 0.507, 'neu': 0.128, 'pos': 0.365, 'compound': -0.2755}"
86,2023-01-29 00:28:48,xqc ,styled_,ermm no words allowed earthquake,0,allow,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}"
87,2023-01-29 00:28:48,xqc ,iidacerii,omegalul omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}"
88,2023-01-29 00:28:48,xqc ,wally___rn,chickenbone hands omegalul chickenbone hands omegalul,0,hand OMEGALUL,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.7184}"
89,2023-01-29 00:28:48,xqc ,frankstreamshere,actually good,0,good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
90,2023-01-29 00:28:48,xqc ,queechie,lulw so deep,0,LULW,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.4588}"
91,2023-01-29 00:28:49,xqc ,hydjiro,lul,0,LUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}"
92,2023-01-29 00:28:49,xqc ,breezy_ong,l words cheating azz,0,i cheat,"{'neg': 0.419, 'neu': 0.233, 'pos': 0.349, 'compound': -0.1531}"
93,2023-01-29 00:28:49,xqc ,spac3ships,p good,0,good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
94,2023-01-29 00:28:49,xqc ,forsen_is_the_godgamer,lmfaoo wtf lmfaoo wtf lmfaoo wtf lmfaoo wtf lmfaoo wtf lmfaoo wtf lmfaoo wtf lmfaoo wtf lmfaoo wtf,0,wif,"{'neg': 0.792, 'neu': 0.208, 'pos': 0.0, 'compound': -0.9884}"
95,2023-01-29 00:28:50,xqc ,legitsxd,:p 󠀀,0,up,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.25}"
96,2023-01-29 00:28:50,xqc ,ghostcreeper_,its fine,0,fine,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.2023}"
97,2023-01-29 00:28:50,xqc ,naruto_asta_xqcl,pogu,0,PogU,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
98,2023-01-29 00:28:51,xqc ,molisavevo,"adorable drawing, gj xqc",0,go,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.7351}"
99,2023-01-29 00:28:55,xqc ,jdel,what are those omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.4588}"
100,2023-01-29 00:28:55,xqc ,g_sior,forsencd well done,0,well,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}"
101,2023-01-29 00:28:55,xqc ,supahottv,"forsencd write ""ninja dies from ligma""",0,die,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
102,2023-01-29 00:28:55,xqc ,slimymelon,pogu,0,PogU,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
103,2023-01-29 00:28:55,xqc ,gravadolive,pogu,0,PogU,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
104,2023-01-29 00:28:55,xqc ,happytoaster_,-100 omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
105,2023-01-29 00:28:55,xqc ,airsxo,he wants the top,0,want top,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.2023}"
106,2023-01-29 00:28:55,xqc ,glibwizard,-100 omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
107,2023-01-29 00:28:55,xqc ,larru_,-100 omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
108,2023-01-29 00:28:55,xqc ,vedxdd,waytoodank,0,WAYTOODANK,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}"
109,2023-01-29 00:28:55,xqc ,esattt,"xqcmood megaphone recycling_symbol yooo you didnt have to donate anything man thanks for the 100 stones just you being here is enough, i dont deserve that at all much love dud",0,thank love dud,"{'neg': 0.054, 'neu': 0.755, 'pos': 0.191, 'compound': 0.7269}"
110,2023-01-29 00:28:55,xqc ,mysticx666,nice,0,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}"
111,2023-01-29 00:28:55,xqc ,leonnn_99,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
112,2023-01-29 00:28:55,xqc ,mr_knaz,cheat,0,cheat,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}"
113,2023-01-29 00:28:55,xqc ,hugedicapriofan,that's actually really good,0,good,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}"
114,2023-01-29 00:28:55,xqc ,vaakku15,forsencd nice,0,nice,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}"
115,2023-01-29 00:28:55,xqc ,salvationdota,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
116,2023-01-29 00:28:55,xqc ,cscuff,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
117,2023-01-29 00:28:55,xqc ,tappymonster,-$100 lul,0,lug,"{'neg': 0.0, 'neu': 0.167, 'pos': 0.833, 'compound': 0.7184}"
118,2023-01-29 00:28:55,xqc ,happytoaster_,-100 omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
119,2023-01-29 00:28:55,xqc ,andreashans,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
120,2023-01-29 00:28:55,xqc ,stoicbliss,waytoodank,0,WAYTOODANK,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}"
121,2023-01-29 00:28:55,xqc ,mrknowntaco,pogu,0,PogU,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
122,2023-01-29 00:28:55,xqc ,amish_woops,pogu,0,PogU,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
123,2023-01-29 00:28:55,xqc ,hyundaisunday,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
124,2023-01-29 00:28:55,xqc ,bumzoid,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
125,2023-01-29 00:28:55,xqc ,hasuuuzz,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
126,2023-01-29 00:28:55,xqc ,theriperhs,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
127,2023-01-29 00:28:55,xqc ,bergun99,-100 omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
128,2023-01-29 00:28:55,xqc ,walteret,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
129,2023-01-29 00:28:56,xqc ,kurt799,-100$ lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
130,2023-01-29 00:28:56,xqc ,xscire,-100  lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
131,2023-01-29 00:28:56,xqc ,blkwh,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
