,Date,Channel,Username,Message,Tag_owner,Cleanest_message,Scores
49,2023-01-28 23:23:20,esfandtv ,koominator,nope :),0,:),"{'neg': 0.713, 'neu': 0.287, 'pos': 0.0, 'compound': -0.357}"
50,2023-01-28 23:23:22,esfandtv ,zellitan,e for error kapp,0,error,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4019}"
51,2023-01-28 23:23:23,esfandtv ,govncheese,they don’t play their games like they say they do,0,play like,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.5994}"
52,2023-01-28 23:23:25,esfandtv ,god_is_a_cat_girl,played on this,0,play,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}"
53,2023-01-28 23:23:27,esfandtv ,sir_rekt,i guess nobody played with mouse and keyboard that far into the game,0,play,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}"
54,2023-01-28 23:23:28,esfandtv ,angeltwothree,"because they barely qa test anymore, they just wait for players to report bugs lul @esfandtv",0,LUL,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.7184}"
55,2023-01-28 23:23:28,esfandtv ,sethyrin,imagine gaming on mouse and keyboard kappa,0,Kappa,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.4588}"
56,2023-01-28 23:23:30,esfandtv ,bryan_505,they probably played on pc with controller,0,play,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}"
57,2023-01-28 23:23:30,esfandtv ,vanguard771,keyboard dansgame,0,dangan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
58,2023-01-28 23:23:39,esfandtv ,viralostrich,devs dont have time to play games,0,play,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}"
59,2023-01-28 23:24:03,esfandtv ,kngrsm,the lighting looks so good,0,good,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.5777}"
60,2023-01-28 23:24:09,esfandtv ,tebb_e,lulw,0,LULW,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
