Date,comp_score
2021-10-18 17:18:04,0.6523
2021-10-18 17:18:05,
2021-10-18 17:18:06,
2021-10-18 17:18:07,
2021-10-18 17:18:08,
2021-10-18 17:18:09,
2021-10-18 17:18:10,0.29991666666666666
2021-10-18 17:18:11,-0.2064
2021-10-18 17:18:12,
2021-10-18 17:18:13,-0.05927500000000002
2021-10-18 17:18:14,0.7269
2021-10-18 17:18:15,0.0
2021-10-18 17:18:16,0.15293333333333334
2021-10-18 17:18:17,0.15293333333333334
2021-10-18 17:18:18,0.4588
2021-10-18 17:18:19,0.31845
2021-10-18 17:18:20,0.1147
2021-10-18 17:18:21,0.0
2021-10-18 17:18:22,0.0
2021-10-18 17:18:23,
2021-10-18 17:18:24,0.2294
2021-10-18 17:18:25,0.03712
2021-10-18 17:18:26,0.55555
2021-10-18 17:18:27,-0.3818
2021-10-18 17:18:28,-0.08333333333333333
2021-10-18 17:18:29,0.1147
2021-10-18 17:18:30,0.059199999999999996
2021-10-18 17:18:31,0.0
2021-10-18 17:18:32,0.0
2021-10-18 17:18:33,0.34823333333333334
2021-10-18 17:18:34,0.5859
2021-10-18 17:18:35,0.0
2021-10-18 17:18:36,0.06471999999999999
2021-10-18 17:18:37,0.0
2021-10-18 17:18:38,0.1468
2021-10-18 17:18:39,0.23653333333333335
2021-10-18 17:18:40,0.2294
2021-10-18 17:18:41,0.092
2021-10-18 17:18:42,0.0
2021-10-18 17:18:43,-0.23835
2021-10-18 17:18:44,0.0
2021-10-18 17:18:45,0.0
2021-10-18 17:18:46,0.0
2021-10-18 17:18:47,-0.008950000000000014
2021-10-18 17:18:48,-0.12980000000000003
2021-10-18 17:18:49,0.26844999999999997
2021-10-18 17:18:50,0.0
2021-10-18 17:18:51,0.0
2021-10-18 17:18:52,0.0
2021-10-18 17:18:53,-0.005966666666666676
2021-10-18 17:18:54,
2021-10-18 17:18:55,-0.09534000000000001
2021-10-18 17:18:56,0.4588
2021-10-18 17:18:57,-0.13396666666666665
2021-10-18 17:18:58,-0.09534000000000001
2021-10-18 17:18:59,0.5859
2021-10-18 17:19:00,0.2553
2021-10-18 17:19:01,0.0
2021-10-18 17:19:02,-0.0999
2021-10-18 17:19:03,-0.27115
2021-10-18 17:19:04,0.07642499999999999
2021-10-18 17:19:05,0.0
2021-10-18 17:19:06,0.25808
2021-10-18 17:19:07,0.0
2021-10-18 17:19:08,-0.2394666666666667
2021-10-18 17:19:09,-0.042366666666666664
2021-10-18 17:19:10,0.09176
2021-10-18 17:19:11,0.0
2021-10-18 17:19:12,-0.27115
2021-10-18 17:19:13,-0.042666666666666665
2021-10-18 17:19:14,-0.41355
2021-10-18 17:19:15,-0.09534000000000001
2021-10-18 17:19:16,0.10606666666666666
2021-10-18 17:19:17,0.2079
2021-10-18 17:19:18,0.0
2021-10-18 17:19:19,0.0
2021-10-18 17:19:20,0.2526333333333333
2021-10-18 17:19:21,0.0
2021-10-18 17:19:22,0.0
2021-10-18 17:19:23,0.0
2021-10-18 17:19:24,0.0
2021-10-18 17:19:25,0.0
2021-10-18 17:19:26,-0.3062
2021-10-18 17:19:27,0.0
2021-10-18 17:19:28,0.0
2021-10-18 17:19:29,0.17606
2021-10-18 17:19:30,0.0
2021-10-18 17:19:31,0.0
2021-10-18 17:19:32,0.0
2021-10-18 17:19:33,0.0
2021-10-18 17:19:34,0.0
2021-10-18 17:19:35,0.01032
2021-10-18 17:19:36,0.0
2021-10-18 17:19:37,0.0
2021-10-18 17:19:38,0.09176
2021-10-18 17:19:39,0.10212000000000002
2021-10-18 17:19:40,0.2294
2021-10-18 17:19:41,0.0
2021-10-18 17:19:42,0.0
2021-10-18 17:19:43,0.0
2021-10-18 17:19:44,0.0
2021-10-18 17:19:45,-0.18076666666666666
2021-10-18 17:19:46,
2021-10-18 17:19:47,0.018285714285714287
2021-10-18 17:19:48,0.0
2021-10-18 17:19:49,0.15760000000000002
2021-10-18 17:19:50,0.15293333333333334
2021-10-18 17:19:51,0.0
2021-10-18 17:19:52,0.0
2021-10-18 17:19:53,0.0
2021-10-18 17:19:54,0.09176
2021-10-18 17:19:55,0.0
2021-10-18 17:19:56,0.12040000000000001
2021-10-18 17:19:57,0.0
2021-10-18 17:19:58,0.0
2021-10-18 17:19:59,0.0
2021-10-18 17:20:00,0.188275
2021-10-18 17:20:01,0.20500000000000002
2021-10-18 17:20:02,-0.081175
2021-10-18 17:20:03,-0.1101
2021-10-18 17:20:04,0.0
2021-10-18 17:20:05,0.0
2021-10-18 17:20:06,0.0
2021-10-18 17:20:07,0.0
2021-10-18 17:20:08,0.0
2021-10-18 17:20:09,0.0
2021-10-18 17:20:10,0.4588
2021-10-18 17:20:11,0.0
2021-10-18 17:20:12,0.0
2021-10-18 17:20:13,0.0
2021-10-18 17:20:14,0.0
2021-10-18 17:20:15,0.0
2021-10-18 17:20:16,0.0
2021-10-18 17:20:17,0.2294
2021-10-18 17:20:18,0.0
2021-10-18 17:20:19,0.0
2021-10-18 17:20:20,0.0
2021-10-18 17:20:21,0.0
2021-10-18 17:20:22,-0.13396666666666665
2021-10-18 17:20:23,0.11532
2021-10-18 17:20:24,0.0
2021-10-18 17:20:25,0.0
2021-10-18 17:20:26,0.0
2021-10-18 17:20:27,-0.05245
2021-10-18 17:20:28,0.0
2021-10-18 17:20:29,0.29295
2021-10-18 17:20:30,0.0
2021-10-18 17:20:31,0.146475
