Date,Channel,Username,Message,Tag_owner
2023-01-28 23:56:49,denims ,obrigaah,@Fellini_Fiend dnmGun,0
2023-01-28 23:56:49,denims ,whykillbeep,c word D:,0
2023-01-28 23:56:49,denims ,thelonelystoner90,white people dont even really exist,0
2023-01-28 23:56:55,denims ,selenemalis,my gringo,0
2023-01-28 23:56:55,denims ,jayzoosx,wheat thins are surprisingly fragile,0
2023-01-28 23:56:55,denims ,thehappyparadox,Chatting,0
2023-01-28 23:56:56,denims ,vyxzenlyxzen,@navak4seven Are you and the other chud in chat the same person on 2 different accounts?,0
2023-01-28 23:56:56,denims ,guadaloopz,also ask someone what the c word is they aint saying that word first,0
2023-01-28 23:56:58,denims ,jackburtonbt,@veggietableh oh wow everyone hear that! this dude has never experiance oppression! therefore it doesnt exist!,0
2023-01-28 23:56:59,denims ,thandrea_20,"@NavAK4Seven, YOU ARE NOT COOKING SHIT BRO OMEGADANCE",0
2023-01-28 23:57:02,denims ,dean021,"@veggietableh I used to think that, and then realized I would get in trouble growing up without offending as much as my white peers.",0
2023-01-28 23:57:03,denims ,lilijil,@jamesdm yeah I got you now & you right lmao it's just hard to not @ dickheads sometimes when they talk out their ass,0
2023-01-28 23:57:04,denims ,d00dlebirb,"@NavAK4Seven you ain't cooking shit, you're burning down the kitchen",0
2023-01-28 23:57:04,denims ,thehappyparadox,Essaying,0
2023-01-28 23:57:05,denims ,fireflowergoddess,Racism is a systemic reality,0
2023-01-28 23:57:05,denims ,gorbograndman,@obrigaah new pet,0
2023-01-28 23:57:06,denims ,fusion_x,"@Jiff_D Erobb told a community member in an offline chat he was gonna beat them at TwitchCon, except it was a meme in his community and not serious but Twitch took it seriously",0
2023-01-28 23:57:08,denims ,anxiousdumpling,@navak4seven why are you having conversations with yourself in a twitch chat lmao it's so sad,0
2023-01-28 23:57:09,denims ,meinekemanr6,"It’s interpersonal racism, just not that harmful",0
2023-01-28 23:57:11,denims ,starsyth,"If a white dude said, word for word what he said. They would be perma-banned.",0
2023-01-28 23:57:12,denims ,definitelynotdusto,yt ppl smell like mayonaise,0
2023-01-28 23:57:12,denims ,oiled_pebbles,cmonnn us crackers are blatantly winning in a broken system and people still think we’re opressed OMEGALUL,0
2023-01-28 23:57:12,denims ,bshap349,mizkif is actually italian not white sweaty,0
2023-01-28 23:57:12,denims ,fson_,twitch has a very different opinion on the c word tho,0
2023-01-28 23:57:12,denims ,grzlyp1,@NavAK4Seven YOU COOKING DICK MEAT STEW,0
2023-01-28 23:57:14,denims ,veggietableh,@NavAK4Seven You've never experienced any kind of racism or struggle for being brown? You haven't been accosted by TSA? You haven't been hassled for being an A-rab? None of your friends or family has experienced any racism?,0
2023-01-28 23:57:15,denims ,kxo72,racism is also interpersonal. but its more so systemic,0
2023-01-28 23:57:15,denims ,absyn__,@ThAndrea_20 he's just ban fishing,0
2023-01-28 23:57:16,denims ,navak4seven,I've never experienced racism in America and i'm a Middle Eastern brown guy who grew up in Texas @Denims,0
2023-01-28 23:57:16,denims ,pkpokeman,"As a white man there is no way this was racist at all, you cannot be racist in any meaningful way to the group that is ""in power"" in one way or another, it is just ridiculous reactionary shit",0
2023-01-28 23:57:18,denims ,bigmano23,no hes not hes talking about destiny a youtube streamer and racist viewers @Denims,0
2023-01-28 23:57:18,denims ,astromias,YEP,0
2023-01-28 23:57:19,denims ,fellini_fiend,@thandrea_20 they cooking with mayo and it’s disgusting,0
2023-01-28 23:57:22,denims ,vision_of_elsewhere,PepeLa D deserves a perma for racism,0
2023-01-28 23:57:22,denims ,starbuckswitch,YEP,0
2023-01-28 23:57:23,denims ,thesparrow_gray,@denims they literally did the same thing to a gta rp stream when she was being harassed by a person pretending to be hittler,0
2023-01-28 23:57:25,denims ,chrig666,@NavAK4Seven white man pretends to be poc,0
2023-01-28 23:57:26,denims ,herotoxiko,@NavAK4Seven eminem wasn't a minority he was just one of the 3 famous pale rappers while the other thousand werent,0
2023-01-28 23:57:26,denims ,overshotlyric,YEP,0
2023-01-28 23:57:27,denims ,thandrea_20,"@Fellini_Fiend, OMEGADANCE",0
2023-01-28 23:57:28,denims ,juxsdo,lool,0
2023-01-28 23:57:34,denims ,veggietableh,@NavAK4Seven oh so you're just lying LMFAO,0
2023-01-28 23:57:34,denims ,scare_crow_n,@NavAK4Seven nobody cares KEKW,0
2023-01-28 23:57:34,denims ,homaosapian,@NavAK4Seven you think you're cooking but thats just your hand in the toaster XD,0
2023-01-28 23:57:35,denims ,satchmobronson,@Denims true actually!,0
2023-01-28 23:57:38,denims ,fusion_x,Yeah I was surprised Asmon got away with that completely I thought he was a goner when that came out,0
2023-01-28 23:57:38,denims ,navak4seven,TSA checking me is oppression ahahahahhahahaha,0
2023-01-28 23:57:39,denims ,nicswen,Cr@cker is not an offensive word,0
2023-01-28 23:57:42,denims ,afroaltruism,if you think that's bad you should come on down to our next klan meeting brother KKona,0
2023-01-28 23:57:43,denims ,jiff_d,@fusion_x ohh yeah I only ever heard a tiny bit of that story,0
2023-01-28 23:57:44,denims ,kxo72,to people being toxic to him and prolly racist cause he left an org,0
2023-01-28 23:57:44,denims ,archreaper7,he got banned for ban evasion though,0
2023-01-28 23:57:44,denims ,jackburtonbt,@Homaosapian KEKW,0
2023-01-28 23:57:45,denims ,jamesdm,"@lilijil, I do it all the time haha I was just hoping we could avoid the c word discourse again but I was never gonna stop it PepeHands",0
2023-01-28 23:57:47,denims ,navak4seven,I come from the Middle East bro lol,0
2023-01-28 23:57:50,denims ,osheen,KEKW,0
2023-01-28 23:57:50,denims ,kxo72,@NavAK4Seven oh brother,0
2023-01-28 23:57:51,denims ,ghoatheads,KEKW,0
2023-01-28 23:57:51,denims ,jeemstate,@NavAK4Seven cool anecdote when there's literally countless examples of ppl experiencing it. how are you this stupid,0
2023-01-28 23:57:51,denims ,bagelsandloadedlox,KEKW,0
2023-01-28 23:57:52,denims ,thetonebox,and you went into bio ok dude,0
2023-01-28 23:57:52,denims ,doggyboness,@NavAK4Seven so because you never experienced racism that means it doesn't exist? here is a medal,0
2023-01-28 23:57:52,denims ,ghostthechi,@navak4seven  shut your colonial mouth bruh.,0
2023-01-28 23:57:52,denims ,funksupreme,KEKW,0
2023-01-28 23:57:53,denims ,astromias,bless your heart,0
2023-01-28 23:57:53,denims ,octminer,KEKL,0
2023-01-28 23:57:53,denims ,overshotlyric,KEKW,0
2023-01-28 23:57:53,denims ,lockmeowt,gold star,0
2023-01-28 23:57:54,denims ,bradabing,"wait, this Nav guy is still here? slow day for him?",0
2023-01-28 23:57:54,denims ,machineteeth,KEKW,0
2023-01-28 23:57:55,denims ,socal_badfish,must be nice,0
2023-01-28 23:57:55,denims ,mattygyptian,widepeepoHappy cookie,0
2023-01-28 23:57:55,denims ,lilbrownied,KEKW,0
2023-01-28 23:57:55,denims ,littlestar30,if anything the c word is more classist than racist,0
2023-01-28 23:57:56,denims ,oiled_pebbles,no racism Drake,0
2023-01-28 23:57:56,denims ,jossiem21,KEKW,0
2023-01-28 23:57:56,denims ,melyemmm,@navak4seven know you’re just lying,0
2023-01-28 23:57:56,denims ,xcrimsonwolfx,KEKL,0
2023-01-28 23:57:57,denims ,jazzebbread,chat is Nav a pet? KEKW,0
