Date,Channel,Username,Message,Tag_owner,Cleanest_message
2023-01-28 23:57:34,denims ,homaosapian,@NavAK4Seven you think you're cooking but thats just your hand in the toaster XD,0,hand XD
2023-01-28 23:57:35,denims ,satchmobronson,@Denims true actually!,0,true
2023-01-28 23:57:38,denims ,fusion_x,Yeah I was surprised Asmon got away with that completely I thought he was a goner when that came out,0,yeah
2023-01-28 23:57:42,denims ,afroaltruism,if you think that's bad you should come on down to our next klan meeting brother KKona,0,bad
2023-01-28 23:57:43,denims ,jiff_d,@fusion_x ohh yeah I only ever heard a tiny bit of that story,0,yeah
2023-01-28 23:57:44,denims ,kxo72,to people being toxic to him and prolly racist cause he left an org,0,racist
2023-01-28 23:57:44,denims ,archreaper7,he got banned for ban evasion though,0,ban
2023-01-28 23:57:45,denims ,jamesdm,"@lilijil, I do it all the time haha I was just hoping we could avoid the c word discourse again but I was never gonna stop it PepeHands",0,haha hope avoid stop
2023-01-28 23:57:47,denims ,navak4seven,I come from the Middle East bro lol,0,lol
2023-01-28 23:57:51,denims ,jeemstate,@NavAK4Seven cool anecdote when there's literally countless examples of ppl experiencing it. how are you this stupid,0,cool stupid
2023-01-28 23:57:52,denims ,thetonebox,and you went into bio ok dude,0,ok
2023-01-28 23:57:52,denims ,doggyboness,@NavAK4Seven so because you never experienced racism that means it doesn't exist? here is a medal,0,racism medal
2023-01-28 23:57:53,denims ,astromias,bless your heart,0,bless heart
2023-01-28 23:57:55,denims ,socal_badfish,must be nice,0,nice
2023-01-28 23:57:55,denims ,littlestar30,if anything the c word is more classist than racist,0,racist
2023-01-28 23:57:56,denims ,oiled_pebbles,no racism Drake,0,racism
2023-01-28 23:58:01,denims ,sidonie_25,must be white lol,0,lol
2023-01-28 23:58:01,denims ,starbuckswitch,:child: :glowing_star:,0,child :glowing_star:
2023-01-28 23:58:02,denims ,vyxzenlyxzen,bless his heart,0,bless heart
2023-01-28 23:58:03,denims ,oiled_pebbles,Racism solved Drake LETSGO,0,racism
2023-01-28 23:58:03,denims ,hasanshrtdealer,yay didnt experience racism!,0,yay
2023-01-28 23:58:04,denims ,veggietableh,"@NavAK4Seven being singled out by TSA for being brown every single time you fly is oppressive, but you're too dumb to recognize that",0,dumb
2023-01-28 23:58:04,denims ,pkpokeman,"I am white and I too have never experienced racism, weird how that works huh",0,weird
2023-01-28 23:58:04,denims ,bshap349,you also get no bitches but they exist,0,bitch
2023-01-28 23:58:05,denims ,greshark,@NavAK4Seven this has no bearing on you having shit takes,0,ha shit
2023-01-28 23:58:09,denims ,relativistickillthistle,:trophy:,0,trophy
2023-01-28 23:58:10,denims ,saxypandabear,Edgy racist losers in chat OMEGALUL qtcCookie,0,racist loser OMEGALUL
